schema_id,trial_id,programme_id,evidence_level,property_id,group,time,estimate,interval_low,interval_high,unit,independent_unit,estimator,uncertainty_method,denominator,observed,missing,missingness_disposition
trialagentbench.tidy_estimate/v1,trial-01,programme-a,participant_distribution,baseline.bmi.sd,Treatment,,2.918047292282975,1.8214684708131892,7.156843608298705,kg/m2,participant,sample_standard_deviation,chi_square_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,participant_distribution,baseline.bmi.sd,overall,,2.7418750496473736,1.942330989440434,4.655369374142193,kg/m2,participant,sample_standard_deviation,chi_square_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,participant_distribution,dependence.age_bmi.spearman,Control,,0.8857142857142858,0.5000000000000001,1.0,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,participant_distribution,dependence.age_bmi.spearman,Treatment,,1.0,0.9999999999999998,1.0,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,participant_distribution,dependence.age_bmi.spearman,overall,,0.9300699300699302,0.6635173796791444,0.9926199261992623,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,trial,outcome.response.event_probability,Control,,0.3333333333333333,0.09677141110578041,0.700006684861608,proportion,participant,sample_proportion,wilson_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,trial,outcome.response.event_probability,Treatment,,0.6666666666666666,0.299993315138392,0.9032285888942195,proportion,participant,sample_proportion,wilson_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,trial,outcome.response.event_probability,overall,,0.5,0.2537815976337061,0.7462184023662939,proportion,participant,sample_proportion,wilson_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-01,programme-a,trial,trial.arm_count,overall,,2.0,,,arms,arm,exact_count,none_descriptive,12,12,0,not_applicable
trialagentbench.tidy_estimate/v1,trial-01,programme-a,trial,trial.participant_count,overall,,12.0,,,participants,participant,exact_count,none_descriptive,12,12,0,not_applicable
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.mean,Control,,56.166666666666664,45.33322373313655,67.00010960019678,years,participant,arithmetic_mean,student_t_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.mean,Treatment,,58.166666666666664,47.19182415078296,69.14150918255037,years,participant,arithmetic_mean,student_t_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.mean,overall,,57.166666666666664,50.8370825819534,63.496250751379925,years,participant,arithmetic_mean,student_t_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.sd,Control,,10.323113225508411,6.443769883587887,25.318611902249856,years,participant,sample_standard_deviation,chi_square_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.sd,Treatment,,10.457851914550458,6.527874851501818,25.64907389579304,years,participant,sample_standard_deviation,chi_square_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.age.sd,overall,,9.962049198956219,7.057067345191905,16.91434434639281,years,participant,sample_standard_deviation,chi_square_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.mean,Control,,26.549999999999997,23.575261804973234,29.52473819502676,kg/m2,participant,arithmetic_mean,student_t_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.mean,Treatment,,27.099999999999998,23.94400660208302,30.255993397916974,kg/m2,participant,arithmetic_mean,student_t_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.mean,overall,,26.825000000000003,25.045320339544347,28.60467966045566,kg/m2,participant,arithmetic_mean,student_t_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.sd,Control,,2.834607556611673,1.769384720100788,6.952198145390496,kg/m2,participant,sample_standard_deviation,chi_square_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.sd,Treatment,,3.0073243922131185,1.8771959510080596,7.375805872444398,kg/m2,participant,sample_standard_deviation,chi_square_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,baseline.bmi.sd,overall,,2.8010144266286487,1.9842250373189847,4.7557808223005935,kg/m2,participant,sample_standard_deviation,chi_square_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,dependence.age_bmi.spearman,Control,,1.0,0.9999999999999998,1.0,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,dependence.age_bmi.spearman,Treatment,,1.0,0.9999999999999998,1.0,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,participant_distribution,dependence.age_bmi.spearman,overall,,0.9930069930069931,0.8928571428571428,1.0,spearman_rho,participant,spearman_rank_correlation,paired_percentile_bootstrap_500,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,trial,outcome.response.event_probability,Control,,0.3333333333333333,0.09677141110578041,0.700006684861608,proportion,participant,sample_proportion,wilson_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,trial,outcome.response.event_probability,Treatment,,0.8333333333333334,0.43649717781352987,0.9699466302516935,proportion,participant,sample_proportion,wilson_0.950,6,6,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,trial,outcome.response.event_probability,overall,,0.5833333333333334,0.31951131254954973,0.8067396863412435,proportion,participant,sample_proportion,wilson_0.950,12,12,0,complete_case
trialagentbench.tidy_estimate/v1,trial-02,programme-a,trial,trial.arm_count,overall,,2.0,,,arms,arm,exact_count,none_descriptive,12,12,0,not_applicable
trialagentbench.tidy_estimate/v1,trial-02,programme-a,trial,trial.participant_count,overall,,12.0,,,participants,participant,exact_count,none_descriptive,12,12,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.mean,Control,,56.08333333333333,56.0,56.166666666666664,years,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.mean,Treatment,,57.916666666666664,57.666666666666664,58.166666666666664,years,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.mean,overall,,57.0,56.833333333333336,57.166666666666664,years,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.sd,Control,,9.76590238604274,9.20869154657707,10.323113225508411,years,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.sd,Treatment,,10.042102316673112,9.626352718795767,10.457851914550458,years,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.age.sd,overall,,9.492793721015758,9.023538243075297,9.962049198956219,years,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.mean,Control,,26.566666666666663,26.549999999999997,26.583333333333332,kg/m2,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.mean,Treatment,,27.075,27.05,27.099999999999998,kg/m2,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.mean,overall,,26.820833333333333,26.816666666666666,26.825000000000003,kg/m2,trial,median_of_arithmetic_mean,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.sd,Control,,2.8220872728937625,2.8095669891758526,2.834607556611673,kg/m2,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.sd,Treatment,,2.962685842248047,2.918047292282975,3.0073243922131185,kg/m2,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,baseline.bmi.sd,overall,,2.771444738138011,2.7418750496473736,2.8010144266286487,kg/m2,trial,median_of_sample_standard_deviation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,dependence.age_bmi.spearman,Control,,0.9428571428571428,0.8857142857142858,1.0,spearman_rho,trial,median_of_spearman_rank_correlation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,dependence.age_bmi.spearman,Treatment,,1.0,1.0,1.0,spearman_rho,trial,median_of_spearman_rank_correlation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,dependence.age_bmi.spearman,overall,,0.9615384615384617,0.9300699300699302,0.9930069930069931,spearman_rho,trial,median_of_spearman_rank_correlation,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,outcome.response.event_probability,Control,,0.3333333333333333,0.3333333333333333,0.3333333333333333,proportion,trial,median_of_sample_proportion,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,outcome.response.event_probability,Treatment,,0.75,0.6666666666666666,0.8333333333333334,proportion,trial,median_of_sample_proportion,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,outcome.response.event_probability,overall,,0.5416666666666667,0.5,0.5833333333333334,proportion,trial,median_of_sample_proportion,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,trial.arm_count,overall,,2.0,2.0,2.0,arms,trial,median_of_exact_count,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__programme__,programme-a,programme,trial.participant_count,overall,,12.0,12.0,12.0,participants,trial,median_of_exact_count,range_across_trials,2,2,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.mean,Control,,56.08333333333333,56.08333333333333,56.08333333333333,years,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.mean,Treatment,,57.916666666666664,57.916666666666664,57.916666666666664,years,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.mean,overall,,57.0,57.0,57.0,years,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.sd,Control,,9.76590238604274,9.76590238604274,9.76590238604274,years,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.sd,Treatment,,10.042102316673112,10.042102316673112,10.042102316673112,years,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.age.sd,overall,,9.492793721015758,9.492793721015758,9.492793721015758,years,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.mean,Control,,26.566666666666663,26.566666666666663,26.566666666666663,kg/m2,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.mean,Treatment,,27.075,27.075,27.075,kg/m2,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.mean,overall,,26.820833333333333,26.820833333333333,26.820833333333333,kg/m2,programme,median_of_median_of_arithmetic_mean,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.sd,Control,,2.8220872728937625,2.8220872728937625,2.8220872728937625,kg/m2,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.sd,Treatment,,2.962685842248047,2.962685842248047,2.962685842248047,kg/m2,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,baseline.bmi.sd,overall,,2.771444738138011,2.771444738138011,2.771444738138011,kg/m2,programme,median_of_median_of_sample_standard_deviation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,dependence.age_bmi.spearman,Control,,0.9428571428571428,0.9428571428571428,0.9428571428571428,spearman_rho,programme,median_of_median_of_spearman_rank_correlation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,dependence.age_bmi.spearman,Treatment,,1.0,1.0,1.0,spearman_rho,programme,median_of_median_of_spearman_rank_correlation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,dependence.age_bmi.spearman,overall,,0.9615384615384617,0.9615384615384617,0.9615384615384617,spearman_rho,programme,median_of_median_of_spearman_rank_correlation,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,outcome.response.event_probability,Control,,0.3333333333333333,0.3333333333333333,0.3333333333333333,proportion,programme,median_of_median_of_sample_proportion,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,outcome.response.event_probability,Treatment,,0.75,0.75,0.75,proportion,programme,median_of_median_of_sample_proportion,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,outcome.response.event_probability,overall,,0.5416666666666667,0.5416666666666667,0.5416666666666667,proportion,programme,median_of_median_of_sample_proportion,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,trial.arm_count,overall,,2.0,2.0,2.0,arms,programme,median_of_median_of_exact_count,range_across_programmes,1,1,0,not_applicable
trialagentbench.tidy_estimate/v1,__portfolio__,__portfolio__,portfolio,trial.participant_count,overall,,12.0,12.0,12.0,participants,programme,median_of_median_of_exact_count,range_across_programmes,1,1,0,not_applicable
